#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_5	cds	143123	144139	-	PGH39_09345	truD	tRNA pseudouridine(13) synthase TruD	COG:COG0585, COG:J, EC:5.4.99.27, KEGG:K06176, RefSeq:WP_038838522.1, SO:0001217, UniParc:UPI0001E3C868, UniRef:UniRef100_A0A4Q5N7X8, UniRef:UniRef50_Q5ZV19, UniRef:UniRef90_A0A4Q5N7X8
contig_5	cds	144379	145362	+	PGH39_09350	yheT	hydrolase	COG:COG0429, COG:R, RefSeq:WP_038838524.1, SO:0001217, UniParc:UPI0001E3C869, UniRef:UniRef100_A0A4T1E860, UniRef:UniRef50_Q5WWQ3, UniRef:UniRef90_Q5WWQ3
contig_5	cds	145387	145782	-	PGH39_09355		hypothetical protein	RefSeq:WP_038838526.1, SO:0001217, UniParc:UPI0001E3C86A, UniRef:UniRef100_A0A4Q5N7K2, UniRef:UniRef50_A0A2H5FKF4, UniRef:UniRef90_Q5WWQ4
contig_5	cds	146027	148231	-	PGH39_09360	cadA	cadmium-translocating P-type ATPase	COG:COG2217, COG:P, EC:7.2.2.8, KEGG:K17686, RefSeq:WP_040147674.1, SO:0001217, UniParc:UPI00058DEC3B, UniRef:UniRef100_A0A4Q5NAN0, UniRef:UniRef50_W8X4N3, UniRef:UniRef90_Q5WWQ5
contig_5	cds	148439	149299	+	PGH39_09365		hypothetical protein	RefSeq:WP_038838531.1, SO:0001217, UniParc:UPI0001E3C86D, UniRef:UniRef100_A0A4Q5N7L8, UniRef:UniRef50_W0BDT8, UniRef:UniRef90_Q5WWQ6
contig_5	cds	149393	149827	-	PGH39_09370		hypothetical protein	RefSeq:WP_038838533.1, SO:0001217, UniParc:UPI0001E3C86E, UniRef:UniRef100_UPI0001E3C86E, UniRef:UniRef50_A0A8D6LVK8, UniRef:UniRef90_A0A8D6LVK8
contig_5	cds	149845	150342	-	PGH39_09375		(Fe-S)-binding protein	RefSeq:WP_038838536.1, SO:0001217, UniParc:UPI0001E3C86F, UniRef:UniRef100_UPI0001E3C86F, UniRef:UniRef50_UPI001F47B1A8, UniRef:UniRef90_UPI001F47B1A8
contig_5	cds	150784	151275	+	PGH39_09380		hypothetical protein	RefSeq:WP_038838538.1, SO:0001217, UniParc:UPI0001E3C870, UniRef:UniRef100_A0A378KGF3, UniRef:UniRef50_Q5WWQ7, UniRef:UniRef90_Q5WWQ7
contig_5	cds	151779	152030	-	PGH39_09385		hypothetical protein	RefSeq:WP_038838559.1, SO:0001217, UniParc:UPI0001E3C871, UniRef:UniRef100_UPI0001E3C871, UniRef:UniRef50_UPI001EDEB921, UniRef:UniRef90_UPI001EDEB921
contig_5	cds	152185	152724	+	PGH39_09390		Dienelactone hydrolase	RefSeq:WP_050566922.1, SO:0001217, UniParc:UPI0001E3C872, UniRef:UniRef100_A0A4T1FUE7, UniRef:UniRef50_A0A378K8G3, UniRef:UniRef90_Q5WWQ8
contig_5	cds	152776	153624	+	PGH39_09395		GNAT family N-acetyltransferase	RefSeq:WP_027266007.1, SO:0001217, UniParc:UPI000488C19E, UniRef:UniRef100_A0A4T1FP39, UniRef:UniRef50_Q5WWQ9, UniRef:UniRef90_Q5WWQ9
contig_5	cds	153628	154518	+	PGH39_09400	cDA1	chitin deacetylase	COG:COG0726, COG:GM, RefSeq:WP_038838561.1, SO:0001217, UniParc:UPI0001E3C875, UniRef:UniRef100_A0A4Q5N7M4, UniRef:UniRef50_G9EKD0, UniRef:UniRef90_Q5WWR0
contig_5	cds	154734	155948	+	PGH39_09405		Drug:proton antiporter	KEGG:K08225, RefSeq:WP_038838563.1, SO:0001217, UniParc:UPI0001E3C876, UniRef:UniRef100_A0A4T1E563, UniRef:UniRef50_K2CLV8, UniRef:UniRef90_A0A378KDD9
contig_5	cds	155961	157220	-	PGH39_09410		lpg1639 family Dot/Icm T4SS effector	SO:0001217, UniParc:UPI0001E3C877, UniRef:UniRef100_A0A4T1ZKV2, UniRef:UniRef50_A0A1F7UMD5, UniRef:UniRef90_Q5WWR2
contig_5	cds	157368	157925	+	PGH39_09415	gdt1	putative protein family UPF0016	COG:COG2119, COG:R, RefSeq:WP_038838565.1, SO:0001217, UniParc:UPI0001E3C878, UniRef:UniRef100_A0A378KFZ3, UniRef:UniRef50_A0A063BD97, UniRef:UniRef90_A0A128VMZ4
contig_5	cds	157943	159913	-	PGH39_09420	dAP2	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	COG:COG1506, COG:E, RefSeq:WP_038838567.1, SO:0001217, UniParc:UPI0001E3C879, UniRef:UniRef100_A0A4T1E5T4, UniRef:UniRef50_A0A378KT27, UniRef:UniRef90_Q5WWR4
contig_5	cds	160123	161376	-	PGH39_09425	sidB	Dot/Icm T4SS effector SidB	RefSeq:WP_038838569.1, SO:0001217, UniParc:UPI0001E3C87A, UniRef:UniRef100_A0A4T1E9N0, UniRef:UniRef50_Q5WWR5, UniRef:UniRef90_Q5WWR5
contig_5	cds	161627	162895	-	PGH39_09430	thrC	threonine synthase	COG:COG0498, COG:E, RefSeq:WP_038838570.1, SO:0001217, UniParc:UPI0001E3C87B, UniRef:UniRef100_A0A4Q5N7K6, UniRef:UniRef50_A0A378KT18, UniRef:UniRef90_Q5ZUZ9
contig_5	cds	163068	163832	-	PGH39_09435		OMP-b-brl domain-containing protein	RefSeq:WP_038838572.1, SO:0001217, UniParc:UPI0001E3C87C, UniRef:UniRef100_A0A4T1E5Q9, UniRef:UniRef50_Q5WWR7, UniRef:UniRef90_Q5WWR7
contig_5	cds	164069	164644	-	PGH39_09440	yceI	polyisoprenoid-binding protein	COG:COG2353, COG:R, RefSeq:WP_038838574.1, SO:0001217, UniParc:UPI0001E3C87D, UniRef:UniRef100_A0A4V1ZI37, UniRef:UniRef50_D3HT90, UniRef:UniRef90_Q5WW49
contig_5	cds	164644	165174	-	PGH39_09445	cybB	cytochrome B	COG:C, COG:COG3038, RefSeq:WP_038838577.1, SO:0001217, UniParc:UPI0001E3C87E, UniRef:UniRef100_A0A4Q5N925, UniRef:UniRef50_A0A078L4U3, UniRef:UniRef90_Q5WW48
contig_5	cds	165178	165771	-	PGH39_09450	yceI	Polyisoprenoid-binding periplasmic protein YceI	COG:COG2353, COG:R, RefSeq:WP_038838579.1, SO:0001217, UniParc:UPI0001E3C87F, UniRef:UniRef100_A0A4Q5N7L5, UniRef:UniRef50_A0A0A8UXH3, UniRef:UniRef90_Q5WW47
contig_5	cds	165799	166056	-	PGH39_09455		signal peptidase	COG:COG5572, COG:S, RefSeq:WP_011215639.1, SO:0001217, UniParc:UPI00004458BC, UniRef:UniRef100_A0A131NJU3, UniRef:UniRef50_A0A0W0VDX2, UniRef:UniRef90_A0A128ZC73
contig_5	cds	166178	167062	-	PGH39_09460	iolE	myo-inosose-2 dehydratase	COG:COG1082, COG:G, EC:4.2.1.44, KEGG:K03335, SO:0001217, UniRef:UniRef50_A0A089K6C9, UniRef:UniRef90_Q5WW45
contig_5	cds	167077	168948	-	PGH39_09465	iolD	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	COG:COG3962, COG:G, RefSeq:WP_038838582.1, SO:0001217, UniParc:UPI0001E3C882, UniRef:UniRef100_A0A4Q5N7L3, UniRef:UniRef50_Q898E8, UniRef:UniRef90_A0A378K4Z3
contig_5	cds	168987	170873	-	PGH39_09470	iolC	5-dehydro-2-deoxygluconokinase	COG:COG3718, COG:G, EC:2.7.1.92, KEGG:K03338, RefSeq:WP_038838585.1, SO:0001217, UniParc:UPI0001E3C883, UniRef:UniRef100_A0A4Q5N7M5, UniRef:UniRef50_Q5WW43, UniRef:UniRef90_Q5WW43
contig_5	cds	170881	171885	-	PGH39_09475	iolG	inositol 2-dehydrogenase	COG:COG0673, COG:R, RefSeq:WP_027265994.1, SO:0001217, UniParc:UPI0001E3C884, UniRef:UniRef100_A0A4Q5N7H6, UniRef:UniRef50_Q9WYP5, UniRef:UniRef90_A0A378K5I8
contig_5	cds	171888	173303	-	PGH39_09480	araJ	sugar porter family MFS transporter	COG:COG2814, COG:G, RefSeq:WP_038838586.1, SO:0001217, UniParc:UPI0001E3C885, UniRef:UniRef100_A0A4V4PBI8, UniRef:UniRef50_Q5WW41, UniRef:UniRef90_Q5WW41
contig_5	cds	173565	175238	-	PGH39_09485	lasB	peptidase M4	COG:COG3227, COG:O, RefSeq:WP_038838589.1, SO:0001217, UniParc:UPI0001E3C886, UniRef:UniRef100_A0A4Q5N7J6, UniRef:UniRef50_A0A0W0R2P4, UniRef:UniRef90_A0A378K9A0
contig_5	cds	175280	176203	-	PGH39_09490	lysX	ATP-grasp domain-containing protein	COG:COG0189, COG:EHJQ, RefSeq:WP_038838591.1, SO:0001217, UniParc:UPI0001E3C887, UniRef:UniRef100_A0A4T1FP86, UniRef:UniRef50_A0A3C1YNJ9, UniRef:UniRef90_A0A140IWA3
contig_5	cds	176385	177152	+	PGH39_09495	ddaH	N(G),N(G)-dimethylarginine dimethylaminohydrolase	COG:COG1834, COG:E, RefSeq:WP_011215647.1, SO:0001217, UniParc:UPI00004458C4, UniRef:UniRef100_A0A4T1E5G0, UniRef:UniRef50_A0A160MBY8, UniRef:UniRef90_A0A378KDG3
contig_5	cds	177152	178468	+	PGH39_09500	potE	Serine transporter YbeC, amino acid:H+ symporter family	COG:COG0531, COG:E, RefSeq:WP_038838592.1, SO:0001217, UniParc:UPI0001E3C888, UniRef:UniRef100_A0A4Q5N917, UniRef:UniRef50_A0A098G542, UniRef:UniRef90_A0A378K837
contig_5	cds	178604	179641	+	PGH39_09505		DUF2157 domain-containing protein	RefSeq:WP_038838594.1, SO:0001217, UniParc:UPI0001E3C889, UniRef:UniRef100_A0A4Q5N7K3, UniRef:UniRef50_A0A369WSJ3, UniRef:UniRef90_Q5WW36
contig_5	cds	179779	181260	+	PGH39_09510	legL3	Dot/Icm T4SS effector LegL3	RefSeq:WP_038838598.1, SO:0001217, UniParc:UPI0001E3C88A, UniRef:UniRef100_A0A4T1FP97, UniRef:UniRef50_A0A8D6LW78, UniRef:UniRef90_A0A8D6LW78
contig_5	cds	181354	182472	-	PGH39_09515		lpg1661 family Dot/Icm T4SS effector	COG:COG4299, COG:R, EC:2.3.1.78, KEGG:K10532, RefSeq:WP_038838599.1, SO:0001217, UniParc:UPI0001E3C8F3, UniRef:UniRef100_A0A378KG14, UniRef:UniRef50_G9EUJ2, UniRef:UniRef90_Q5WW34
contig_5	cds	182633	183229	+	PGH39_09520		MFS transporter	RefSeq:WP_010947389.1, SO:0001217, UniParc:UPI0000442677, UniRef:UniRef100_A0A128U917, UniRef:UniRef50_Q5WW33, UniRef:UniRef90_Q5WW33
contig_5	cds	183394	183906	+	PGH39_09525		hypothetical protein	RefSeq:WP_011213942.1, SO:0001217, UniParc:UPI0000444E6A, UniRef:UniRef100_A0A2S8CAP7, UniRef:UniRef50_A0A0W1A1D2, UniRef:UniRef90_A0A140J4Q8
contig_5	cds	183965	186271	-	PGH39_09530	pbpC	penicillin-binding protein 1C	COG:COG4953, COG:M, EC:2.4.1.129, KEGG:K05367, RefSeq:WP_038838601.1, SO:0001217, UniParc:UPI0001E3C8F5, UniRef:UniRef100_A0A4T1E5U7, UniRef:UniRef50_D3HST9, UniRef:UniRef90_A0A378K8K1
contig_5	cds	186449	192214	+	PGH39_09535	yfaS	Alpha-2-macroglobulin	COG:COG2373, COG:R, RefSeq:WP_038838603.1, SO:0001217, UniParc:UPI0001E3C8F6, UniRef:UniRef100_A0A4T1E9P4, UniRef:UniRef50_A0A0W0YVF1, UniRef:UniRef90_Q5WW30
contig_5	cds	192359	193720	-	PGH39_09540		lpg1666 family Dot/Icm T4SS effector	SO:0001217, UniParc:UPI0001E3C8F7, UniRef:UniRef100_A0A4T1FPM1, UniRef:UniRef50_A0A364LN26, UniRef:UniRef90_Q5WW29
contig_5	cds	193923	195290	-	PGH39_09545		lpg1667 family Dot/Icm T4SS effector	SO:0001217, UniRef:UniRef50_A0A378JX76, UniRef:UniRef90_A0A127V339
contig_5	cds	195462	196286	-	PGH39_09550		Gln-deamidase-2 domain-containing protein	RefSeq:WP_038838608.1, SO:0001217, UniParc:UPI0001E3C8F9, UniRef:UniRef100_A0A378KF23, UniRef:UniRef50_Q5WW27, UniRef:UniRef90_Q5WW27
contig_6	cds	199	744	+	PGH39_09555		DUF3421 domain-containing protein	RefSeq:WP_011213002.1, SO:0001217, UniParc:UPI0000444AC6, UniRef:UniRef100_A0A129DEE6, UniRef:UniRef50_A0A378JGJ8, UniRef:UniRef90_Q5WZM7
contig_6	cds	751	1242	-	PGH39_09560	folA	dihydrofolate reductase	COG:COG0262, COG:H, EC:1.5.1.3, KEGG:K00287, RefSeq:WP_011214616.1, SO:0001217, UniParc:UPI00004454C7, UniRef:UniRef100_A0A378KJU4, UniRef:UniRef50_A0A098GKQ2, UniRef:UniRef90_A0A129R5H4
contig_6	cds	1244	2218	-	PGH39_09565	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	COG:COG1995, COG:H, EC:1.1.1.262, KEGG:K00097, RefSeq:WP_038837304.1, SO:0001217, UniParc:UPI0001E3C7B3, UniRef:UniRef100_A0A378KD40, UniRef:UniRef50_A0A131FM97, UniRef:UniRef90_A0A131FM97
contig_6	cds	2215	3504	-	PGH39_09570	surA	Chaperone SurA	COG:COG0760, COG:O, GO:0003755, GO:0006457, GO:0030288, GO:0042277, GO:0043165, GO:0050821, GO:0051082, RefSeq:WP_014840946.1, SO:0001217, UniParc:UPI0001E3C7B2, UniRef:UniRef100_A0A4V1ZI17, UniRef:UniRef50_Q5ZYR3, UniRef:UniRef90_Q5ZYR3
contig_6	cds	3680	6334	-	PGH39_09575	lptD	LPS-assembly protein LptD	COG:COG1452, COG:M, GO:0009279, GO:0010033, GO:0015920, GO:0043165, KEGG:K04744, SO:0001217, UniRef:UniRef50_Q5ZYR4, UniRef:UniRef90_Q5ZYR4
contig_6	cds	6442	7419	+	PGH39_09580		putative phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family	COG:COG3178, COG:R, EC:2.7.1.221, KEGG:K07102, RefSeq:WP_011214612.1, SO:0001217, UniParc:UPI00004454C3, UniRef:UniRef100_A0A4T1E7N6, UniRef:UniRef50_D3HPI3, UniRef:UniRef90_A0A140J9M5
contig_6	cds	7416	8078	+	PGH39_09585	gCD1	nucleotidyltransferase family protein	COG:COG1208, COG:JM, RefSeq:WP_038837302.1, SO:0001217, UniParc:UPI0001E3C7B0, UniRef:UniRef100_A0A4T1FSK4, UniRef:UniRef50_A0A0W0TIR2, UniRef:UniRef90_A0A378K0Z8
contig_6	cds	8115	8807	-	PGH39_09590		lpg0294 family Dot/Icm T4SS effector	GO:0005737, GO:0015031, RefSeq:WP_027264850.1, SO:0001217, UniParc:UPI0001E3C7AF, UniRef:UniRef100_A0A378KAU6, UniRef:UniRef50_Q5ZYR7, UniRef:UniRef90_Q5ZYR7
contig_6	cds	8921	11359	-	PGH39_09595	caiA	acyl-CoA dehydrogenase	COG:COG1960, COG:I, RefSeq:WP_040147745.1, SO:0001217, UniParc:UPI00058F6867, UniRef:UniRef100_A0A4Q5N720, UniRef:UniRef50_A0A0W0R1J5, UniRef:UniRef90_Q5ZYR8
contig_6	cds	11535	12155	+	PGH39_09600		hypothetical protein	RefSeq:WP_027264852.1, SO:0001217, UniParc:UPI0001E3C7AC, UniRef:UniRef100_A0A4T1ALP2, UniRef:UniRef50_A0A522FE63, UniRef:UniRef90_Q5WZN6
contig_6	cds	12152	12685	+	PGH39_09605	chrA	Chromate transporter	COG:COG2059, COG:P, KEGG:K07240, RefSeq:WP_038837300.1, SO:0001217, UniParc:UPI0001E3C7AB, UniRef:UniRef100_A0A4Q5NA44, UniRef:UniRef50_A0A078KU00, UniRef:UniRef90_Q5WZN7
contig_6	cds	12761	13966	+	PGH39_09610	rssA	Patatin-like phospholipase	COG:COG1752, COG:R, RefSeq:WP_038837298.1, SO:0001217, UniParc:UPI0001E3C7AA, UniRef:UniRef100_A0A4T1E3G7, UniRef:UniRef50_Q5WZN8, UniRef:UniRef90_Q5WZN8
contig_6	cds	14007	16079	+	PGH39_09615	ppk1	polyphosphate kinase 1	COG:COG0855, COG:P, RefSeq:WP_011214605.1, SO:0001217, UniParc:UPI00004454BC, UniRef:UniRef100_A0A378K2G6, UniRef:UniRef50_A0A3S1CKH3, UniRef:UniRef90_A0A2S6F6Y9
contig_6	cds	16148	17128	-	PGH39_09620	epmB	EF-P beta-lysylation protein EpmB	COG:COG1509, COG:E, EC:5.4.3.-, KEGG:K19810, RefSeq:WP_027264855.1, SO:0001217, UniParc:UPI0001E3C7A8, UniRef:UniRef100_A0A378KFK9, UniRef:UniRef50_D3HPH5, UniRef:UniRef90_A0A2S6FCD7
contig_6	cds	17200	17769	+	PGH39_09625	efp	elongation factor P	COG:COG0231, COG:J, GO:0003746, GO:0005737, KEGG:K02356, RefSeq:WP_011214603.1, SO:0001217, UniParc:UPI00004454BA, UniRef:UniRef100_Q5WZP1, UniRef:UniRef50_Q5ZYS4, UniRef:UniRef90_Q5WZP1
contig_6	cds	17822	18052	-	PGH39_09630		hypothetical protein	RefSeq:WP_011214602.1, SO:0001217, UniParc:UPI00004454B9, UniRef:UniRef100_A0A2S6FCC6, UniRef:UniRef50_A0A0W0Z0J0, UniRef:UniRef90_A0A2S6FCC6
contig_6	ncRNA	18230	18323	-	PGH39_09635	LPR10	Legionella RNA 10	RFAM:RF02824, SO:0000655
contig_6	cds	18461	19234	-	PGH39_09640	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	COG:C, COG:COG4221, RefSeq:WP_027264856.1, SO:0001217, UniParc:UPI0001E3C7A7, UniRef:UniRef100_A0A4T1F7Q0, UniRef:UniRef50_A0A0A8UPR2, UniRef:UniRef90_A0A128QJ85
contig_6	cds	19342	20004	-	PGH39_09645	lem2	Dot/Icm T4SS effector Lem2	SO:0001217, UniParc:UPI0002EBD489, UniRef:UniRef100_A0A4T1FL27, UniRef:UniRef50_Q5WZP4, UniRef:UniRef90_Q5WZP4
contig_6	cds	20261	21385	+	PGH39_09650	ceg10	Dot/Icm T4SS effector Ceg10	RefSeq:WP_038837293.1, SO:0001217, UniParc:UPI0001E3C713, UniRef:UniRef100_A0A4Q5N710, UniRef:UniRef50_Q5WZP5, UniRef:UniRef90_Q5WZP5
contig_6	cds	21490	22701	-	PGH39_09655	ldhA	NAD-dependent formate dehydrogenase	COG:CHR, COG:COG1052, EC:1.17.1.9, KEGG:K00122, RefSeq:WP_038837291.1, SO:0001217, UniParc:UPI0001E3C712, UniRef:UniRef100_A0A4T1FL67, UniRef:UniRef50_P33160, UniRef:UniRef90_Q5WZP6
contig_6	cds	22909	23685	+	PGH39_09660	mraW	class I SAM-dependent methyltransferase	COG:COG2226, COG:H, RefSeq:WP_038837290.1, SO:0001217, UniParc:UPI0001E3C711, UniRef:UniRef100_A0A4Q5NA32, UniRef:UniRef50_A0A0W0TK86, UniRef:UniRef90_Q5WZP7
contig_6	cds	23753	24937	+	PGH39_09665	potE	amino acid transporter	COG:COG0531, COG:E, RefSeq:WP_038837287.1, SO:0001217, UniParc:UPI0001E3C710, UniRef:UniRef100_A0A4T1E3F8, UniRef:UniRef50_A0A0W0R2M5, UniRef:UniRef90_A0A378K4Q5
contig_6	cds	24948	26987	-	PGH39_09670		hypothetical protein	RefSeq:WP_038837285.1, SO:0001217, UniParc:UPI0001E3C70F, UniRef:UniRef100_A0A4T1E3H7, UniRef:UniRef50_A0A822W834, UniRef:UniRef90_A0A822W834
contig_6	cds	27302	28192	+	PGH39_09675	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_038837283.1, SO:0001217, UniParc:UPI0001E3C70E, UniRef:UniRef100_A0A4T1E3Q5, UniRef:UniRef50_Q5WZP9, UniRef:UniRef90_Q5WZP9
contig_6	cds	28305	29471	+	PGH39_09680	fIST	FIST domain protein MJ1623, contains FIST_N and FIST_C domains	COG:COG3287, COG:T, SO:0001217, UniParc:UPI0001E3C70D, UniRef:UniRef100_A0A4T1BYL1, UniRef:UniRef50_A0A1E5JKU9, UniRef:UniRef90_Q5WZQ0
contig_6	cds	29494	30909	+	PGH39_09685		ATPase	COG:COG4191, COG:T, RefSeq:WP_038837277.1, SO:0001217, UniParc:UPI0001E3C70C, UniRef:UniRef100_A0A4T1FLE1, UniRef:UniRef50_A0A0W0TM51, UniRef:UniRef90_A0A822WFD1
contig_6	cds	30912	33134	+	PGH39_09690		diguanylate cyclase	COG:COG5001, COG:T, RefSeq:WP_038837276.1, SO:0001217, UniParc:UPI0001E3C70B, UniRef:UniRef100_A0A4Q5NAQ0, UniRef:UniRef50_A0A378K3J0, UniRef:UniRef90_A0A378K4C3
contig_6	cds	33200	34639	-	PGH39_09695	legG2	Dot/Icm T4SS effector LegG2	RefSeq:WP_038837274.1, SO:0001217, UniParc:UPI0001E3C70A, UniRef:UniRef100_A0A4Q5N6Y8, UniRef:UniRef50_D3HP42, UniRef:UniRef90_Q5WZQ3
contig_6	cds	34882	38235	-	PGH39_09700	sdbA	Dot/Icm T4SS effector SdbA	RefSeq:WP_038837272.1, SO:0001217, UniParc:UPI0001E3C709, UniRef:UniRef100_A0A4T1FRH3, UniRef:UniRef50_A0A0W0VRI6, UniRef:UniRef90_A0A2S6F6X0
contig_6	cds	38656	39519	-	PGH39_09705	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_027264869.1, SO:0001217, UniParc:UPI0001E3C708, UniRef:UniRef100_A0A378KBF7, UniRef:UniRef50_Q5WZQ5, UniRef:UniRef90_Q5WZQ5
contig_6	cds	39637	40851	+	PGH39_09710	araJ	MFS transporter	COG:COG2814, COG:G, RefSeq:WP_038837270.1, SO:0001217, UniParc:UPI0001E3C707, UniRef:UniRef100_A0A4T1BIZ0, UniRef:UniRef50_Q5WZQ6, UniRef:UniRef90_Q5WZQ6
contig_6	cds	40848	41234	+	PGH39_09715	gloA	bleomycin resistance protein	COG:COG0346, COG:Q, RefSeq:WP_229310128.1, SO:0001217, UniParc:UPI000770B804, UniRef:UniRef100_A0A4T0ZBP1, UniRef:UniRef50_M4S4P9, UniRef:UniRef90_A0A378K2E7
contig_6	cds	41317	41937	-	PGH39_09720	pncA	bifunctional nicotinamidase/pyrazinamidase	COG:COG1335, COG:HR, EC:3.5.1.-, EC:3.5.1.19, KEGG:K08281, RefSeq:WP_038837268.1, SO:0001217, UniParc:UPI0001E3C706, UniRef:UniRef100_A0A4Q5N6W8, UniRef:UniRef50_A0A098G5H6, UniRef:UniRef90_A0A3A6UTK5
contig_6	cds	41942	43345	-	PGH39_09725	pncB	nicotinate phosphoribosyltransferase	COG:COG1488, COG:H, EC:6.3.4.21, KEGG:K00763, RefSeq:WP_027264872.1, SO:0001217, UniParc:UPI00048384F2, UniRef:UniRef100_A0A378KFI8, UniRef:UniRef50_D3HQF6, UniRef:UniRef90_A0A2S6F6W8
contig_6	cds	43426	44925	-	PGH39_09730	herA	Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains	COG:COG0433, COG:L, RefSeq:WP_038837265.1, SO:0001217, UniParc:UPI0001E3C703, UniRef:UniRef100_A0A4Q5N8I0, UniRef:UniRef50_A0A1E5JTZ7, UniRef:UniRef90_Q5WZR0
contig_6	cds	45060	45656	-	PGH39_09735	yfbR	hydrolase	COG:COG1896, COG:FR, RefSeq:WP_038837264.1, SO:0001217, UniParc:UPI0001E3C702, UniRef:UniRef100_A0A2S8CE68, UniRef:UniRef50_Q5WZR1, UniRef:UniRef90_Q5WZR1
contig_6	cds	45705	46883	+	PGH39_09740	corA	Mg2+ and Co2+ transporter CorA	COG:COG0598, COG:P, SO:0001217, UniRef:UniRef50_A0A131FZA9, UniRef:UniRef90_A0A131FZA9
contig_6	cds	46898	47332	-	PGH39_09745		hypothetical protein	RefSeq:WP_040147758.1, SO:0001217, UniParc:UPI00058E4749, UniRef:UniRef100_A0A4T1E3W0, UniRef:UniRef50_Q5WZR3, UniRef:UniRef90_Q5WZR3
contig_6	cds	47563	49104	+	PGH39_09750	sufI	copper oxidase	COG:COG2132, COG:DPM, RefSeq:WP_038837249.1, SO:0001217, UniParc:UPI0001E3C700, UniRef:UniRef100_A0A4T1E641, UniRef:UniRef50_A0A0W0VPW0, UniRef:UniRef90_A0A378K2N0
contig_6	cds	49159	49815	-	PGH39_09755	ampD	N-acetylmuramoyl-L-alanine amidase	COG:COG3023, COG:M, RefSeq:WP_038837259.1, SO:0001217, UniParc:UPI0002EC93E8, UniRef:UniRef100_A0A4T1E394, UniRef:UniRef50_A0A0A8UYI8, UniRef:UniRef90_Q5WZR5
contig_6	cds	49936	51210	-	PGH39_09760	btlA	MFS transporter	COG:COG2270, COG:R, KEGG:K06902, RefSeq:WP_038837248.1, SO:0001217, UniParc:UPI0001E3C6FE, UniRef:UniRef100_A0A4T1FL49, UniRef:UniRef50_A0A098GE06, UniRef:UniRef90_Q5WZR6
contig_6	cds	51461	52099	+	PGH39_09765	udg4	uracil-DNA glycosylase	COG:COG1573, COG:L, EC:3.2.2.27, KEGG:K21929, RefSeq:WP_038837245.1, SO:0001217, UniParc:UPI0001E3C6FD, UniRef:UniRef100_A0A4Q5NA13, UniRef:UniRef50_A0A0W0TJF3, UniRef:UniRef90_A0A378K2D3
contig_6	cds	52187	52585	-	PGH39_09770		lpg0260 family Dot/Icm T4SS effector	RefSeq:WP_038837242.1, SO:0001217, UniParc:UPI0001E3C6FC, UniRef:UniRef100_A0A4V4PAR3, UniRef:UniRef50_Q5WZR8, UniRef:UniRef90_Q5WZR8
contig_6	cds	52771	54555	-	PGH39_09775		hypothetical protein	RefSeq:WP_027264880.1, SO:0001217, UniParc:UPI0001E3C6FB, UniRef:UniRef100_A0A4T1FLJ4, UniRef:UniRef50_Q5WZR9, UniRef:UniRef90_Q5WZR9
contig_6	cds	54574	56517	-	PGH39_09780		hypothetical protein	RefSeq:WP_038837240.1, SO:0001217, UniParc:UPI0001E3C6FA, UniRef:UniRef100_A0A4T1FMV5, UniRef:UniRef50_Q5WZS0, UniRef:UniRef90_Q5WZS0
contig_6	cds	56693	57685	-	PGH39_09785		Lpg0257 family Dot/Icm type IV secretion system effector	COG:COG1566, COG:V, RefSeq:WP_038837237.1, SO:0001217, UniParc:UPI0001E3C6F9, UniRef:UniRef100_A0A4T1E380, UniRef:UniRef50_Q5WZS1, UniRef:UniRef90_Q5WZS1
contig_6	cds	57742	58779	-	PGH39_09790	yccC	FUSC family protein	COG:COG1289, COG:S, RefSeq:WP_038837235.1, SO:0001217, UniParc:UPI0001E3C6F8, UniRef:UniRef100_UPI0001E3C6F8, UniRef:UniRef50_A0A0A2STB2, UniRef:UniRef90_A0A2S6FCA1
contig_6	cds	58769	60115	-	PGH39_09795	tolC	Outer membrane channel protein	COG:COG1538, COG:M, RefSeq:WP_038837233.1, SO:0001217, UniParc:UPI0001E3C6F7, UniRef:UniRef100_A0A2S8CED2, UniRef:UniRef50_Q5WZS3, UniRef:UniRef90_Q5WZS3
contig_6	cds	60270	60797	-	PGH39_09800		hypothetical protein	RefSeq:WP_011214570.1, SO:0001217, UniParc:UPI0000445499, UniRef:UniRef100_A0A2S8CEU0, UniRef:UniRef50_A0A2S8CEU0, UniRef:UniRef90_A0A2S8CEU0
